09		B-DATE_0
/		I-DATE_0
12		I-DATE_0
/		I-DATE_0
2023		I-DATE_0
Fshati		O
Baldushk		O
,		O
afro		O
20		O
km		O
larg		O
Tiranës		B-VEND_0
njihet		O
për		O
mbarështimin		O
e		O
gjelave		O
të		O
detit		O
.		O
Mirel		B-PER
Allmuça		I-PER
,		O
banor		O
i		O
Baldushkut		O
merret		O
prej		O
vitesh		O
me		O
rritjen		O
dhe		O
tregimit		O
e		O
gjelave		O
te		O
detit		O
,		O
që		O
janë		O
edhe		O
produkti		O
kryesor		O
në		O
tryezat		O
e		O
shqiptarëve		O
në		O
natën		O
e		O
ndërrimit		O
të		O
viteve		O
.		O
Mireli		B-PER
zhvendoset		O
atje		O
për		O
të		O
shitur		O
.		O
Ai		O
thotë		O
se		O
cilësia		O
është		O
ajo		O
që		O
i		O
diferencon		O
gjelat		O
e		O
detit		O
të		O
kësaj		O
zone		O
.		O
