11		B-DATE_0
/		I-DATE_0
12		I-DATE_0
/		I-DATE_0
2023		I-DATE_0
Në		O
të		O
gjithë		O
farmacitë		O
bujqësore		O
që		O
operojnë		O
në		O
Kukës		B-VEND_0
tashme		O
po		O
shiten		O
fidanët		O
e		O
rinj		O
frutorë		O
që		O
sipas		O
specialisteve		O
nga		O
muaj		O
dhjetorë		O
deri		O
në		O
fund		O
të		O
muajit		O
janar		O
është		O
koha		O
e		O
duhur		O
për		O
mbjelljen		O
e		O
tyre		O
.		O
Agronomi		O
Faik		B-PER
Stanisha		I-PER
thotë		O
se		O
tashmë		O
fermerët		O
dhe		O
banorët		O
që		O
jetojnë		O
në		O
fshatra		O
kanë		O
filluar		O
të		O
kërkojnë		O
këta		O
fidan		O
të		O
rinj		O
ku		O
më		O
së		O
shumti		O
po		O
blejnë		O
hurmat		O
,		O
mollë		O
apo		O
dhe		O
arroret		O
.		O
