06		B-DATE_0
/		I-DATE_0
08		I-DATE_0
/		I-DATE_0
2023		I-DATE_0
Rishfaqja		O
e		O
infeksionit		O
COVID		O
në		O
popullatë		O
nuk		O
ka		O
lënë		O
pa		O
prekur		O
as		O
fëmijët		O
,		O
Në		O
klinikën		O
e		O
pediatrisë		O
infektivë		O
në		O
spitalin		O
universitar		O
"		O
Nënë		O
Tereza		O
"		O
gjatë		O
gjithë		O
kohës		O
qëndrojnë		O
aktive		O
dy		O
dhoma		O
për		O
fëmijët		O
e		O
prekur		O
nga		O
virusi		O
pandemik		O
.		O
Dr		O
.		O
Gjeorgjina		B-PER
Kuli		I-PER
sqaron		O
se		O
gjendja		O
e		O
tyre		O
është		O
jo		O
e		O
rëndë		O
.		O
Disa		O
fëmijë		O
mund		O
të		O
kalojnë		O
me		O
trajtim		O
ambulator		O
e		O
në		O
kushte		O
shtëpie		O
ndërsa		O
ato		O
që		O
shfaqin		O
ndërlikime		O
hopsitalizohen		O
.		O
Dr.Kuli		B-PER
sqaron		O
se		O
në		O
çdo		O
rast		O
ata		O
janë		O
subjekt		O
për		O
të		O
shpërndarë		O
infeksionin		O
.		O
Gazetare		O
:		O
Sonila		B-PER
Mlloja		I-PER
