11		B-DATE_0
/		I-DATE_0
01		I-DATE_0
/		I-DATE_0
2024		I-DATE_0
Pushimet		O
dimërore		O
që		O
kaluan		O
fëmijët		O
shfaqën		O
edhe		O
një		O
herë		O
pushtetin		O
e		O
fortë		O
që		O
kanë		O
lojërat		O
elektronike		O
dhe		O
ekranet		O
mbi		O
ta		O
.		O
Moshat		O
8-12		O
vjeç		O
kanë		O
konsumuar		O
orë		O
të		O
tëra		O
para		O
telefonave		B-PRO
.		O
Logopedët		O
konstatojnë		O
çrregullime		O
në		O
rritje		O
të		O
të		O
folurit		O
tek		O
fëmijët		O
e		O
vegjël		O
si		O
dhe		O
deformime		O
gjuhësore		O
.		O
Ata		O
thonë		O
se		O
dëmet		O
nga		O
përdorimi		O
i		O
telefonave		B-PRO
është		O
i		O
madh		O
.		O
E		O
ndërsa		O
prindërit		O
dhe		O
gjyshërit		O
përpiqen		O
të		O
kalojnë		O
kohë		O
me		O
ta		O
,		O
çrrënjosja		O
e		O
këtyre		O
sjelljeve		O
është		O
bërë		O
gati		O
e		O
pamundur		O
.		O
Spiro		B-PER
Saqellari		I-PER
udhëzon		O
prindërit		O
për		O
kohë		O
qëndrimin		O
duke		O
na		O
paralajmëruar		O
edhe		O
për		O
dëmet		O
e		O
pakthyeshme		O
.		O
