21		B-DATE_0
/		I-DATE_0
09		I-DATE_0
/		I-DATE_0
2023		I-DATE_0
Ali		B-PER
Shuti		I-PER
është		O
i		O
riu		O
nga		O
Gjirokastra		B-VEND_0
,		O
pjesë		O
e		O
forcave		O
Shqiponja		O
,		O
që		O
me		O
krenari		O
vesh		O
çdo		O
ditë		O
uniformën		O
e		O
policisë		O
dhe		O
mban		O
përgjegjësinë		O
e		O
saj		O
.		O
Pavarësisht		O
se		O
studimet		O
e		O
larta		O
i		O
kreu		O
për		O
administrim		O
publik		O
,		O
Ali		B-PER
Shuti		I-PER
vendosi		O
të		O
futet		O
në		O
radhët		O
e		O
policisë		O
së		O
shtetit		O
.		O
I		O
riu		O
nga		O
Nepravishta		O
ka		O
7		O
vite		O
në		O
këtë		O
profesion		O
që		O
për		O
të		O
ishte		O
një		O
dëshirë		O
e		O
hershme		O
.		O
Ai		O
na		O
tregon		O
për		O
fillesat		O
e		O
këtij		O
rrugëtimi		O
,		O
të		O
bukur		O
dhe		O
me		O
plot		O
sfida		O
.		O
Sot		O
është		O
punonjës		O
i		O
forcave		O
"		O
Shqiponja		O
"		O
pranë		O
drejtorisë		O
Vendore		O
të		O
Gjirokastrës		B-VEND_0
.		O
Tek		O
Shuti		B-PER
qëndron		O
e		O
memorizuar		O
hera		O
e		O
parë		O
që		O
veshi		O
uniformën		O
e		O
policisë		O
dhe		O
ndërhyrja		O
e		O
parë		O
që		O
ka		O
bërë		O
.		O
Si		O
çdo		O
i		O
ri		O
edhe		O
Aliu		B-PER
ka		O
menduar		O
që		O
të		O
largohet		O
nga		O
vendi		O
por		O
pasioni		O
për		O
këtë		O
profesion		O
dhe		O
dashuria		O
për		O
familjen		O
ka		O
bërë		O
që		O
të		O
rri		O
në		O
Shqipëri		B-VEND_1
.		O
Gazetare		O
:		O
L		B-PER
.		O
Koçiu		I-PER
