07		B-DATE_0
/		I-DATE_0
01		I-DATE_0
/		I-DATE_0
2024		I-DATE_0
"		O
Ajo		O
që		O
po		O
vëmë		O
re		O
në		O
vitet		O
pas		O
shfaqjes		O
së		O
COVID		O
është		O
ndryshimi		O
i		O
strukturës		O
gjenetike		O
të		O
shumë		O
mikrobeve		O
të		O
cilët		O
papritur		O
janë		O
bërë		O
më		O
agresivë		O
se		O
ç'kanë		O
qenë		O
më		O
parë		O
.		O
Siç		O
ishte		O
rasti		O
me		O
"		O
SEPS		O
"		O
nga		O
streptokoku		O
vitin		O
e		O
kaluar		O
ose		O
rasti		O
i		O
virusit		O
RSV		O
(		O
virusi		O
sinsicial		O
respirator		O
)		O
që		O
edhe		O
ai		O
këtë		O
vit		O
për		O
këtë		O
arsye		O
është		O
bërë		O
më		O
agresiv		O
"		O
,		O
tha		O
mjeku		O
pediatër		O
Edi		B-PER
Tushe		I-PER
.		O
