20		B-DATE_0
/		I-DATE_0
09		I-DATE_0
/		I-DATE_0
2023		I-DATE_0
Në		O
Shqipëri		B-VEND_1
numërohen		O
mbi		O
70		O
mijë		O
persona		O
që		O
të		O
paktën		O
një		O
herë		O
në		O
jetë		O
kanë		O
përdorur		O
lëndë		O
narkotike		O
,		O
dhe		O
8		O
deri		O
në		O
10		O
mijë		O
përdorues		O
të		O
rregullt		O
të		O
drogave		O
.		O
Muajve		O
të		O
fundit		O
janë		O
konstatuar		O
në		O
treg		O
lloje		O
të		O
reja		O
drogash		O
si		O
sintetike		O
,		O
ekstazi		O
,		O
xhelatinoze		O
dhe		O
tollumbuce		O
,		O
por		O
që		O
sipas		O
Genci		B-PER
Muçollarit		I-PER
,		O
drejtues		O
qendre		O
për		O
trajtimin		O
e		O
përdoruesve		O
,		O
thotë		O
që		O
mungojnë		O
strukturat		O
për		O
identifikimin		O
e		O
tyre		O
.		O
"		O
Ka		O
qenë		O
një		O
komitet		O
ndërministror		O
për		O
drogat		O
i		O
cili		O
sot		O
nuk		O
funksionon		O
më		O
.		O
Çdo		O
muaj		O
duhet		O
përditësuar		O
lista		O
e		O
përdoruesve		O
të		O
drograve		O
dhe		O
të		O
shohin		O
se		O
ç'duhet		O
bërë		O
por		O
të		O
vijnë		O
me		O
një		O
strategji		O
afatgjatë		O
.		O
Nuk		O
kemi		O
një		O
qendër		O
shtetërore		O
që		O
të		O
merret		O
me		O
përdoruesit		O
e		O
drogës		O
"		O
,		O
tha		O
Muçollari		B-PER
.		O
Gazetare		O
:		O
Heriselda		B-PER
Dyrmishi		I-PER
