07		B-DATE_0
/		I-DATE_0
12		I-DATE_0
/		I-DATE_0
2023		I-DATE_0
Banka		B-ORG
Botërore		I-ORG
ka		O
miratuar		O
projektin		O
"		O
Mjedisi		O
i		O
pastër		O
dhe		O
i		O
qëndrueshëm		O
për		O
dete		O
blu		O
"		O
për		O
Shqipërinë		B-VEND_1
,		O
me		O
vlerë		O
prej		O
80		O
milionë		O
dollarësh		O
.		O
Ai		O
do		O
të		O
trajtojë		O
ndotjet		O
në		O
zonën		O
jugperëndimore		O
të		O
vendit		O
.		O
Ky		O
projekt		O
synon		O
zonën		O
e		O
mbetjeve		O
nga		O
Jugu		O
i		O
Vlorës		B-VEND_0
në		O
Gjirokastër		B-VEND_0
si		O
dhe		O
lumin		O
Vjosa		O
,		O
i		O
fundit		O
lumë		O
me		O
rrjedhje		O
të		O
lirë		O
në		O
Evropë		O
,		O
duke		O
përmirësuar		O
menaxhimin		O
e		O
mbetjeve		O
të		O
ngurta		O
dhe		O
reduktuar		O
ndotjen		O
e		O
ujit		O
.		O
Sipas		O
Bankës		B-ORG
Botërore		I-ORG
,		O
investimi		O
do		O
të		O
përmirësojë		O
menaxhimin		O
e		O
mbetjeve		O
,		O
nga		O
grumbullimi		O
në		O
riciklim		O
,		O
në		O
bashkitë		O
e		O
pellgut		O
të		O
lumit		O
Vjosa		O
.		O
Vlerësohet		O
se		O
janë		O
138.800		O
banorë		O
të		O
bashkive		O
Përmet		B-VEND_0
,		O
Këlcyrë		B-VEND_0
,		O
Gjirokastër		B-VEND_0
,		O
Libohovë		B-VEND_0
,		O
Tepelenë		B-VEND_0
,		O
Memaliaj		B-VEND_0
dhe		O
Selenicë		B-VEND_0
,		O
që		O
do		O
të		O
përfitojnë		O
drejtpërdrejt		O
nga		O
shërbime		O
më		O
të		O
mira		O
të		O
menaxhimit		O
të		O
mbetjeve		O
të		O
ngurta		O
dhe		O
kanalizimeve		O
të		O
ujërave		O
.		O
