23		B-DATE_0
/		I-DATE_0
01		I-DATE_0
/		I-DATE_0
2024		I-DATE_0
Bora		O
ka		O
mbuluar		O
gjithë		O
sipërfaqen		O
e		O
këtij		O
pylli		O
prej		O
48		O
HA		O
duke		O
i		O
dhënë		O
një		O
bukuri		O
të		O
veçantë		O
.		O
Në		O
këtë		O
pyll		O
mund		O
të		O
shëtisësh		O
,		O
apo		O
të		O
shkrepësh		O
edhe		O
foto		O
,		O
të		O
njihesh		O
me		O
florën		O
dhe		O
faunën		O
e		O
larmishme		O
.		O
Ndërsa		O
fazanët		O
janë		O
simboli		O
i		O
këtij		O
pylli		O
,		O
ai		O
është		O
dhe		O
streha		O
e		O
sorkadheve		O
.		O
Përgjegjësi		O
i		O
këtij		O
pylli		O
Niko		B-PER
Demollari		I-PER
thotë		O
se		O
janë		O
25		O
çifte		O
fazanësh		O
që		O
mbahen		O
rrethuar		O
ndërsa		O
pylli		O
është		O
populluar		O
me		O
mbi		O
100		O
çifte		O
si		O
dhe		O
10		O
sorkadhe		O
që		O
janë		O
kaq		O
interesante		O
e		O
që		O
janë		O
sjellë		O
prej		O
Polonisë		B-VEND_1
,		O
për		O
t'iu		O
përshtatur		O
klimës		O
së		O
ftohtë		O
të		O
Korçës		B-VEND_0
.		O
Edhe		O
gjatë		O
vitit		O
që		O
lamë		O
pas		O
thotë		O
Demollari		B-PER
,		O
interesi		O
i		O
vizitorëve		O
ka		O
qenë		O
i		O
lartë		O
.		O
Ndërkohë		O
përgjegjësi		O
shton		O
se		O
dëshirojnë		O
të		O
ngrenë		O
dhe		O
një		O
muze		O
me		O
foto		O
për		O
të		O
pasqyruar		O
gjithë		O
atraksionet		O
turistike		O
të		O
Maliqit		O
.		O
Pylli		O
i		O
Fazanëve		O
ndodhet		O
vetëm		O
10		O
km		O
larg		O
qytetit		O
të		O
Korçës		B-VEND_0
dhe		O
2		O
km		O
larg		O
Maliqit		O
ndërsa		O
gëzon		O
statusin		O
e		O
monumentit		O
natyror		O
.		O
Këtë		O
emër		O
e		O
mban		O
që		O
prej		O
viteve		O
'60		O
kur		O
nga		O
një		O
kënetë		O
,		O
nga		O
dora		O
e		O
njeriut		O
është		O
kthyer		O
në		O
një		O
zonë		O
të		O
gjelbëruar		O
.		O
