27		B-DATE_0
/		I-DATE_0
12		I-DATE_0
/		I-DATE_0
2023		I-DATE_0
Drejtori		O
i		O
Agjencisë		B-ORG
së		I-ORG
Financimit		I-ORG
të		I-ORG
Arsimit		I-ORG
të		I-ORG
Lartë		I-ORG
,		O
Artan		B-PER
Spahiu		I-PER
sqaron		O
se		O
me		O
mbylljen		O
e		O
aplikimeve		O
do		O
të		O
jenë		O
universitetet		O
ato		O
që		O
bëjë		O
përzgjedhjen		O
e		O
studentëve		O
,		O
ndërkohë		O
që		O
Ministria		B-ORG
e		I-ORG
Arsimit		I-ORG
këtë		O
vit		O
ka		O
dyfishuar		O
financimin		O
nga		O
Buxheti		O
i		O
Shtetit		O
për		O
mbështetjen		O
financiare		O
të		O
kësaj		O
kategorie		O
studentësh		O
.		O
"		O
Janë		O
miratuar		O
kuotat		O
për		O
universitetet		O
,		O
janë		O
miratuar		O
fondet		O
,		O
janë		O
në		O
dispozicion		O
310		O
kuota		O
nga		O
157		O
që		O
ishin		O
vitin		O
e		O
kaluar		O
.		O
Tashmë		O
është		O
radha		O
e		O
universiteteve		O
dhe		O
senateve		O
akademike		O
përkatësisht		O
që		O
të		O
bëjnë		O
shpërndarjen		O
e		O
kuotave		O
"		O
,		O
tha		O
Spahiu		B-PER
.		O
Numrin		O
me		O
të		O
madh		O
të		O
bursave		O
do		O
t'i		O
përfitojë		O
Universiteti		O
Bujqësor		O
pasi		O
ai		O
ka		O
numrin		O
më		O
të		O
madh		O
të		O
studentëve		O
të		O
regjistruar		O
në		O
degët		O
prioritare		O
,		O
duke		O
u		O
pasuar		O
nga		O
Universiteti		O
i		O
Tiranës		B-VEND_0
,		O
ai		O
i		O
Durrësit		B-VEND_0
dhe		O
i		O
Korçës		B-VEND_0
.		O
