01		B-DATE_0
/		I-DATE_0
11		I-DATE_0
/		I-DATE_0
2023		I-DATE_0
Spiro		B-PER
Brumbulli		I-PER
,		O
Sekretar		O
i		O
Përgjithshëm		O
i		O
Shoqatës		B-ORG
Shqiptare		I-ORG
të		I-ORG
Bankave		I-ORG
,		O
thotë		O
për		O
RTSH		O
se		O
është		O
mirë		O
që		O
njerëzit		O
të		O
ndërgjegjësohen		O
se		O
sa		O
të		O
rëndësishme		O
janë		O
kursimet		O
në		O
jetën		O
e		O
gjithësecilit		O
.		O
Zoti		O
Brumbulli		B-PER
thotë		O
se		O
ka		O
shume		O
skema		O
kursimi		O
,		O
por		O
është		O
mirë		O
që		O
çdo		O
kush		O
nga		O
ne		O
duhet		O
të		O
kursejë		O
10-15		O
për		O
qind		O
të		O
të		O
ardhurave		O
.		O
Në		O
Shqipëri		B-VEND_1
shënohet		O
gjithnjë		O
në		O
rritje		O
vlera		O
e		O
kursimeve		O
të		O
shqiptarëve		O
,		O
ndërsa		O
janë		O
diversifikuar		O
edhe		O
fushat		O
e		O
kursimit		O
dhe		O
entet		O
ku		O
kursehet		O
.		O
Sot		O
ka		O
më		O
shumë		O
se		O
1,7		O
triliardë		O
lekë		O
si		O
kursime		O
në		O
banka		O
të		O
shqiptarëve		O
.		O
Gazetar		O
Bardhi		B-PER
Sejdarasi		I-PER
